scenario,timestamp,agent_id,agent_name,agent_ip,hostname,program,location,full_log,rule_id,rule_level,rule_description,rule_groups,rule_groups_str,y_priority
wilson,2022-02-07 11:15:40+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:15:40 +0000] ""GET /wp-includes/js/tinymce/skins/403 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 13:44:24+00:00,31,wazuh-client,10.38.242.195,mail,dovecot,/var/log/syslog,"Jan 30 13:44:24 mail dovecot: imap-login: Login: user=<robert.rogers>, method=PLAIN, rip=10.38.242.195, lip=10.38.242.195, mpid=14752, TLS, session=<iG+u3czW5IEKJvLD>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:30:36+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:30:36 +0000] ""GET /wp-content/broken_link HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:05:53+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:05:53 +0000] ""GET /wp-content/themes/go/process HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
santos,2022-01-14 20:42:22.859592+00:00,20,wazuh-client,192.168.104.218,wazuh-client,snort,/var/log/suricata/fast.log,01/14/2022-20:42:22.859592  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.104.218:32999 -> 192.168.104.1:53,20101,6,IDS event.,['ids'],ids,medium
wheeler,2022-01-30 07:50:02+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:50:02 +0000] ""GET /wp-includes/images/smilies/userlist HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:11:48+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:11:48 +0000] ""GET /wp-includes/blocks/video/people HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:47:26+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:47:26 +0000] ""GET /wp-includes/js/tinymce/pls HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:50:11+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:50:11 +0000] ""GET /wp-includes/js/tinymce/plugins/dropped HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:54:21+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:54:21 +0000] ""GET /wp-includes/js/tinymce/plugins/lists/poker HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-03 13:22:40+00:00,32,wazuh-client,10.182.193.181,mail,dovecot,/var/log/mail.info,"Feb  3 13:22:40 mail dovecot: imap-login: Login: user=<lydia.clayton>, method=PLAIN, rip=10.182.193.181, lip=10.182.193.181, mpid=18181, TLS, session=<xEFMBx3XOp4KtsG1>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-28 08:57:24.502818+00:00,12,wazuh-client,10.38.243.24,wazuh-client,snort,/var/log/suricata/fast.log,01/28/2022-08:57:24.502818  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.38.243.24:35946 -> 10.38.242.195:443,20101,6,IDS event.,['ids'],ids,medium
wheeler,2022-01-30 07:50:59+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:50:59 +0000] ""GET /wp-content/themes/go/dist/development.log HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:51:17+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:51:17 +0000] ""GET /wp-content/themes/go/dist/css/1999 HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:26:07+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:26:07 +0000] ""GET /wp-includes/blocks/categories/san HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:36:13+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:36:13 +0000] ""GET /wp-includes/fonts/specs HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:16:14+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:16:14 +0000] ""GET /wp-includes/js/tinymce/utils/robotics HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:54:14+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:54:14 +0000] ""GET /wp-includes/js/tinymce/plugins/lists/.rhosts HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wardbeck,2022-01-19 10:49:50+00:00,8,wazuh-client,192.168.96.99,watkins-mail,dovecot,/var/log/syslog,"Jan 19 10:49:50 watkins-mail dovecot: imap-login: Login: user=<jean.hughes>, method=PLAIN, rip=192.168.96.99, lip=192.168.96.99, mpid=6403, TLS, session=<vU8jJe3VbubAqGBj>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-08 07:44:19+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:44:19 +0000] ""GET /wp-includes/blocks/rss/specified HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:07:49+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:07:49 +0000] ""GET /wp-includes/blocks/columns/host-manager HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:53:20+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:53:20 +0000] ""GET /wp-content/themes/go/dist/images/replica HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:33:05+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:33:05 +0000] ""GET /wp-includes/js/dist/vendor/ipod HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:50:58+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:50:58 +0000] ""GET /wp-includes/js/tinymce/utils/_db_backups HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
shaw,2022-01-27 15:48:29+00:00,2,wazuh-client,10.70.33.128,collinsbecker-mail,dovecot,/var/log/mail.log,"Jan 27 15:48:29 collinsbecker-mail dovecot: imap-login: Login: user=<diana.delgado>, method=PLAIN, rip=10.70.34.215, lip=10.70.34.215, mpid=29346, TLS, session=<2FPsP5LWAIMKRiLX>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wilson,2022-02-07 11:10:10+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:10:10 +0000] ""GET /wp-includes/blocks/navigation/contents HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31151,10,Multiple web server 400 error codes from same source ip.,"['web', 'accesslog', 'web_scan', 'recon']","web,accesslog,web_scan,recon",high
fox,2022-01-18 12:27:00+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:27:00 +0000] ""GET /wp-includes/blocks/embed/SiteServer HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-07 11:03:05+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:03:05 +0000] ""GET /wp-content/upgrade/ecard HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:20:18+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:20:18 +0000] ""GET /wp-admin/includes/daily HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-28 06:17:32.797728+00:00,12,wazuh-client,10.38.243.24,wazuh-client,json,/var/log/suricata/eve.json,,86601,3,Suricata: Alert - SURICATA TLS invalid handshake message,"['ids', 'suricata']","ids,suricata",low
wilson,2022-02-07 11:19:42+00:00,28,wazuh-client,172.26.243.167,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.182.193.78 - - [07/Feb/2022:11:19:42 +0000] ""GET /wp-includes/js/tinymce/skins/wordpress/images/smb HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:34:25+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:34:25 +0000] ""GET /wp-includes/js/tinymce/utils/sys-admin HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:51:25+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:51:25 +0000] ""GET /wp-includes/css/dist/components/so HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-03 09:37:33.955338+00:00,25,wazuh-client,10.182.194.5,wazuh-client,snort,/var/log/suricata/fast.log,02/03/2022-09:37:33.955338  [**] [1:2230010:1] SURICATA TLS invalid record/traffic [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.182.194.5:59464 -> 10.182.193.181:443,20101,6,IDS event.,['ids'],ids,medium
wardbeck,2022-01-20 19:14:29+00:00,25,wazuh-client,10.132.56.171,mail,dovecot,/var/log/mail.info,"Jan 20 19:14:29 mail dovecot: imap-login: Login: user=<deborah.hunt>, method=PLAIN, rip=10.132.56.171, lip=10.132.56.171, mpid=3251, TLS, session=<z5+9TwjWpIkKhDir>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
wheeler,2022-01-30 07:53:39+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:53:39 +0000] ""GET /wp-content/themes/go/includes/classes/null HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-16 15:11:07+00:00,22,wazuh-client,172.21.131.50,mail,dovecot,/var/log/mail.info,"Jan 16 15:11:07 mail dovecot: imap-login: Login: user=<vickie.sharp>, method=PLAIN, rip=172.21.131.50, lip=172.21.131.50, mpid=11645, TLS, session=<klMHcrTVsrCsFYMy>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
harrison,2022-02-04 13:12:07.677193+00:00,27,wazuh-client,192.168.128.1,wazuh-client,snort,/var/log/suricata/fast.log,02/04/2022-13:12:07.677193  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 172.28.192.4:10986 -> 172.28.255.254:53,20101,6,IDS event.,['ids'],ids,medium
wilson,2022-02-08 10:42:50.462896+00:00,35,wazuh-client,10.182.192.1,wazuh-client,snort,/var/log/suricata/fast.log,02/08/2022-10:42:50.462896  [**] [1:2230003:1] SURICATA TLS invalid handshake message [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 192.168.224.4:44302 -> 151.101.12.157:443,20101,6,IDS event.,['ids'],ids,medium
harrison,2022-02-08 07:52:56+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:52:56 +0000] ""GET /wp-includes/js/tinymce/plugins/image/what HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:52:34+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:52:34 +0000] ""GET /wp-includes/js/tinymce/skins/dialogs HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:51:02+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:51:02 +0000] ""GET /wp-includes/js/tinymce/utils/consulting HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-08 07:46:53+00:00,21,wazuh-client,192.168.131.215,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.237.1.238 - - [08/Feb/2022:07:46:53 +0000] ""GET /wp-includes/js/jquery/recovery HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:49:31+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:49:31 +0000] ""GET /wp-includes/css/dist/appl HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wilson,2022-02-04 12:01:51+00:00,15,wazuh-client,192.168.226.198,lane-mail,dovecot,/var/log/mail.info,"Feb  4 12:01:51 lane-mail dovecot: imap-login: Login: user=<jasmine.anderson>, method=PLAIN, rip=192.168.226.198, lip=192.168.226.198, mpid=23152, TLS, session=<q/QdBDDXloTAqOLG>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
fox,2022-01-18 12:23:53+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:23:53 +0000] ""GET /wp-includes/sitemaps/dvd HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
harrison,2022-02-05 05:01:08.353321+00:00,16,wazuh-client,192.168.131.109,wazuh-client,snort,/var/log/suricata/fast.log,02/05/2022-05:01:08.353321  [**] [1:2027863:4] ET INFO Observed DNS Query to .biz TLD [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.131.109:41262 -> 192.168.128.1:53,20152,10,Multiple IDS alerts for same id.,['ids'],ids,high
wheeler,2022-01-30 07:43:11+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:43:11 +0000] ""GET /wp-includes/css/pages HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
wheeler,2022-01-30 07:40:22+00:00,32,wazuh-client,192.168.2.114,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"10.38.243.125 - - [30/Jan/2022:07:40:22 +0000] ""GET /wp-includes/Resources HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
santos,2022-01-16 10:15:05+00:00,22,wazuh-client,172.21.131.50,mail,dovecot,/var/log/mail.log,"Jan 16 10:15:05 mail dovecot: imap-login: Login: user=<taylor.johnson>, method=PLAIN, rip=172.21.131.50, lip=172.21.131.50, mpid=6865, TLS, session=<kZZWT7DVVqSsFYMy>",9701,3,Dovecot Authentication Success.,"['dovecot', 'authentication_success']","dovecot,authentication_success",low
fox,2022-01-18 12:23:16+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:23:16 +0000] ""GET /wp-includes/fonts/ip HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
fox,2022-01-18 12:36:52+00:00,27,wazuh-client,10.35.35.206,wazuh-client,web-accesslog,/var/log/apache2/intranet-access.log,"172.17.130.196 - - [18/Jan/2022:12:36:52 +0000] ""GET /wp-content/themes/go/dist/css/admin/localstart HTTP/1.1"" 404 363 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)""",31101,5,Web server 400 error code.,"['web', 'accesslog', 'attack']","web,accesslog,attack",medium
